线索ID,日期,城市,渠道,客户年龄,客户性别,试驾时长,是否下订,is_outlier,试驾时长_raw,线索月份,跟进总次数,平均沟通时长,最大沟通时长,沟通时长标准差,最早跟进日期,最晚跟进日期,主要跟进方式,电话占比,微信占比,面谈占比,主要销售员ID,涉及销售员数,首次跟进间隔天数,跟进天数跨度,跟进强度,订单ID,交付日期,车型,配置,颜色,交付里程,是否延迟交付,交付评分,线索到交付天数,投诉次数,主要投诉类型,投诉类型数,平均处理时长,最大处理时长,售后平均满意度,售后最低满意度,是否有投诉,销售员ID,销售员城市,主要销售员职级,销售员入职日期,主要销售员绩效,销售员经验天数,租金(万),水电(万),市场费用(万),总运营成本万,年龄分段,是否周末,季度,城市当月线索数,渠道历史转化率,销售员历史转化率
L000701,2025-12-06,杭州,小红书,42,男,35,0,0,35,2025-12,5,9.0,22.8,8.1,2025-12-09,2025-12-25,面谈,0.381,0.224,0.395,S047,2,3,16,0.294,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S047,杭州,高级,2021-10-14,C,1514,30.27,3.45,10.45,27.1,36-45,1,2025Q4,17,0.29,0.267
L000702,2025-10-28,重庆,抖音,50,女,19,0,0,19,2025-10,6,21.6,33.6,1.6,2025-10-30,2025-11-16,电话,0.441,0.315,0.244,S049,1,2,17,0.333,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S049,重庆,中级,2022-02-18,A,1348,31.79,3.57,41.98,26.38,46-55,0,2025Q4,23,0.27,0.375
L000703,2025-10-18,广州,朋友推荐,64,男,26,0,0,26,2025-10,2,19.5,39.4,6.4,2025-10-20,2025-10-26,面谈,0.182,0.358,0.461,S044,1,2,6,0.286,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S044,广州,中级,2024-05-20,A,516,30.89,6.41,39.13,25.59,56+,1,2025Q4,10,0.33,0.319
L000704,2025-10-27,广州,车展,40,男,23,0,0,23,2025-10,4,18.0,21.3,8.7,2025-10-31,2025-11-18,微信,0.404,0.546,0.05,S024,1,4,18,0.211,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S024,广州,初级,2021-03-22,B,1680,31.33,4.97,21.13,27.94,36-45,0,2025Q4,10,0.25,0.345
L000705,2025-10-16,重庆,门店,35,女,16,0,0,16,2025-10,6,20.4,31.9,6.8,2025-10-21,2025-11-03,微信,0.337,0.422,0.241,S023,1,5,13,0.429,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S023,重庆,高级,2022-08-03,C,1170,21.18,5.73,26.29,43.26,26-35,0,2025Q4,23,0.31,0.226
L000706,2025-12-17,广州,朋友推荐,31,男,52,0,0,52,2025-12,3,17.6,27.4,4.3,2025-12-22,2025-12-30,电话,0.66,0.245,0.095,S035,1,5,8,0.333,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S035,广州,高级,2023-08-28,B,842,15.0,5.99,9.56,26.58,26-35,0,2025Q4,11,0.33,0.363
L000707,2025-08-01,西安,懂车帝,30,女,67,0,0,67,2025-08,4,7.5,26.8,7.4,2025-08-02,2025-08-22,电话,0.689,0.269,0.042,S012,2,1,20,0.19,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S012,西安,中级,2024-07-11,B,386,22.53,3.39,9.97,59.66,26-35,0,2025Q3,18,0.34,0.29
L000708,2025-07-18,深圳,车展,36,女,18,0,0,18,2025-07,5,11.3,23.4,6.9,2025-07-21,2025-08-10,微信,0.353,0.48,0.167,S004,2,3,20,0.238,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S004,深圳,中级,2023-07-22,B,727,21.0,2.06,37.48,51.34,36-45,0,2025Q3,24,0.25,0.343
L000709,2025-07-26,武汉,朋友推荐,27,女,26,0,0,26,2025-07,7,22.6,34.3,7.9,2025-08-02,2025-08-14,微信,0.219,0.506,0.275,S023,3,7,12,0.538,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S023,武汉,中级,2021-04-05,B,1573,13.82,1.97,34.97,45.3,26-35,1,2025Q3,14,0.33,0.382
L000710,2025-09-06,北京,车展,40,女,24,0,0,24,2025-09,3,14.2,25.6,4.7,2025-09-09,2025-09-25,面谈,0.216,0.357,0.427,S040,3,3,16,0.176,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S040,北京,资深,2022-08-16,C,1117,14.17,2.22,18.36,54.33,36-45,1,2025Q3,12,0.25,0.366
L000711,2025-12-30,武汉,车展,43,男,46,0,0,46,2025-12,1,21.4,39.8,0.0,2026-01-04,2026-01-26,微信,0.143,0.491,0.367,S025,2,5,22,0.043,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S025,武汉,中级,2021-06-24,A,1650,15.35,5.27,27.83,50.17,36-45,0,2025Q4,16,0.25,0.385
L000712,2025-07-31,杭州,门店,50,男,17,0,0,17,2025-07,5,22.0,37.5,8.4,2025-08-06,2025-08-15,微信,0.39,0.418,0.192,S033,2,6,9,0.5,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S033,杭州,中级,2023-05-29,A,794,31.05,4.98,24.07,22.71,46-55,0,2025Q3,6,0.31,0.286
L000713,2025-10-26,北京,懂车帝,43,女,27,0,0,27,2025-10,1,14.1,20.7,0.0,2025-10-28,2025-11-14,电话,0.675,0.28,0.045,S047,2,2,17,0.056,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S047,北京,高级,2022-02-28,A,1336,21.6,5.38,8.18,52.08,36-45,1,2025Q4,11,0.34,0.286
L000714,2025-09-08,深圳,抖音,52,男,49,1,0,49,2025-09,4,22.5,41.2,5.4,2025-09-08,2025-09-27,微信,0.125,0.736,0.139,S022,3,0,19,0.2,O000713,2025-10-08,G9,570 Plus,暗夜黑,167.0,0.0,3.5,30.0,0,无,0,0.0,0.0,0.0,0.0,0,S022,深圳,高级,2021-04-11,B,1611,23.44,2.39,27.57,47.96,46-55,0,2025Q3,19,0.27,0.242
L000715,2025-10-10,深圳,抖音,28,男,32,1,0,32,2025-10,3,12.2,18.3,3.0,2025-10-14,2025-10-18,电话,0.497,0.437,0.067,S047,1,4,4,0.6,O000714,2025-12-17,G9,570 Plus,星云白,105.0,1.0,3.3,68.0,0,无,0,0.0,0.0,0.0,0.0,0,S047,深圳,高级,2024-07-06,B,461,30.81,6.23,40.06,64.99,26-35,0,2025Q4,17,0.27,0.272
L000716,2025-10-09,武汉,车展,45,男,44,0,0,44,2025-10,0,0.0,0.0,0.0,2025-10-09,2025-10-09,电话,0.429,0.291,0.28,S013,0,0,0,0.0,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S013,武汉,中级,2021-06-17,B,1575,22.12,6.31,15.58,22.37,36-45,0,2025Q4,18,0.25,0.231
L000717,2025-10-23,上海,朋友推荐,38,男,31,0,0,31,2025-10,5,20.8,25.7,7.3,2025-10-29,2025-11-19,面谈,0.232,0.157,0.612,S012,3,6,21,0.227,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S012,上海,中级,2021-07-19,B,1557,10.09,4.38,27.23,32.94,36-45,0,2025Q4,19,0.33,0.289
L000718,2025-07-02,广州,懂车帝,29,男,43,1,0,43,2025-07,2,14.1,33.9,1.5,2025-07-05,2025-07-07,电话,0.54,0.416,0.044,S018,1,3,2,0.667,O000717,2025-07-26,G9,650 Max,星云白,131.0,0.0,3.0,24.0,0,无,0,0.0,0.0,0.0,0.0,0,S018,广州,高级,2021-04-20,B,1534,25.47,2.65,9.76,71.3,26-35,0,2025Q3,21,0.34,0.387
L000719,2025-12-04,南京,朋友推荐,53,女,16,0,0,16,2025-12,1,17.1,22.9,0.0,2025-12-11,2025-12-22,面谈,0.345,0.192,0.463,S025,2,7,11,0.083,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S025,南京,初级,2023-06-14,B,904,11.83,6.26,36.0,62.3,46-55,0,2025Q4,19,0.33,0.363
L000720,2025-07-19,广州,懂车帝,42,男,46,0,0,46,2025-07,5,31.1,37.8,4.5,2025-07-21,2025-07-31,电话,0.61,0.345,0.046,S038,3,2,10,0.455,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S038,广州,初级,2021-02-19,A,1611,22.99,1.95,37.64,71.83,36-45,1,2025Q3,21,0.34,0.363
L000721,2025-12-30,武汉,懂车帝,20,男,18,1,0,18,2025-12,2,25.8,45.3,4.4,2025-12-31,2026-01-19,微信,0.375,0.579,0.046,S016,3,1,19,0.1,O000720,2026-03-11,G9,650 Performance,星际绿,86.0,0.0,3.8,71.0,1,软件体验,1,9.1,17.8,4.1,3.6,1,S016,武汉,中级,2022-01-22,B,1438,12.16,5.57,40.05,41.52,18-25,0,2025Q4,16,0.34,0.344
L000722,2025-10-10,上海,懂车帝,40,女,24,0,0,24,2025-10,3,22.8,29.2,8.5,2025-10-11,2025-10-24,微信,0.224,0.529,0.247,S045,3,1,13,0.214,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S045,上海,中级,2023-06-18,B,845,28.66,4.22,9.09,72.75,36-45,0,2025Q4,19,0.34,0.334
L000723,2025-07-20,深圳,小红书,58,女,21,0,0,21,2025-07,2,24.4,34.5,2.4,2025-07-25,2025-08-05,电话,0.443,0.413,0.144,S025,2,5,11,0.167,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S025,深圳,高级,2022-04-13,A,1194,15.73,5.02,29.5,27.75,56+,1,2025Q3,24,0.29,0.307
L000724,2025-07-13,北京,车展,46,男,29,0,0,29,2025-07,3,25.5,40.7,1.3,2025-07-19,2025-08-05,面谈,0.308,0.256,0.436,S049,2,6,17,0.167,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S049,北京,资深,2022-01-16,A,1274,23.58,5.39,41.54,50.79,46-55,1,2025Q3,18,0.25,0.388
L000725,2025-11-19,上海,门店,36,男,48,0,0,48,2025-11,1,28.6,32.6,0.0,2025-11-20,2025-12-02,微信,0.334,0.34,0.327,S016,3,1,12,0.077,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S016,上海,初级,2022-02-11,C,1377,14.84,3.92,33.97,41.15,36-45,0,2025Q4,7,0.31,0.307
L000726,2025-09-04,北京,抖音,41,女,38,0,0,38,2025-09,0,0.0,0.0,0.0,2025-09-04,2025-09-04,电话,0.572,0.382,0.047,S037,0,0,0,0.0,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S037,北京,高级,2022-04-14,B,1239,23.14,5.96,33.45,70.14,36-45,0,2025Q3,12,0.27,0.4
L000727,2025-12-18,广州,懂车帝,39,男,19,0,0,19,2025-12,1,16.6,35.7,0.0,2025-12-22,2026-01-06,微信,0.384,0.459,0.157,S011,3,4,15,0.062,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S011,广州,初级,2022-01-24,A,1424,30.64,5.26,36.66,52.37,36-45,0,2025Q4,11,0.34,0.286
L000728,2025-10-26,深圳,门店,44,男,5,0,0,5,2025-10,4,20.9,35.5,7.2,2025-11-01,2025-11-02,电话,0.52,0.442,0.038,S050,3,6,1,2.0,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S050,深圳,中级,2021-08-18,C,1530,14.79,2.37,29.93,43.73,36-45,1,2025Q4,17,0.31,0.377
L000729,2025-12-02,深圳,抖音,20,男,46,1,0,46,2025-12,5,18.9,25.9,8.5,2025-12-09,2025-12-21,电话,0.468,0.462,0.07,S040,1,7,12,0.385,O000728,2026-02-06,G9,650 Performance,星际绿,199.0,1.0,4.2,66.0,0,无,0,0.0,0.0,0.0,0.0,0,S040,深圳,资深,2022-02-03,B,1398,11.42,6.37,21.15,58.69,18-25,0,2025Q4,10,0.27,0.306
L000730,2025-12-28,杭州,车展,33,男,64,1,0,64,2025-12,4,26.5,46.3,5.8,2026-01-01,2026-01-03,微信,0.371,0.59,0.039,S006,3,4,2,1.333,O000729,2026-03-05,G9,702 Max,星际绿,251.0,0.0,4.0,67.0,1,软件体验,1,15.3,18.1,3.3,2.8,1,S006,杭州,中级,2022-03-06,B,1393,14.7,5.81,35.84,63.95,26-35,1,2025Q4,17,0.25,0.286
L000731,2025-11-15,深圳,抖音,41,男,37,0,0,37,2025-11,3,12.8,17.0,4.9,2025-11-22,2025-11-23,电话,0.493,0.322,0.185,S023,2,7,1,1.5,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S023,深圳,中级,2024-02-08,C,646,20.0,3.64,35.55,52.61,36-45,1,2025Q4,17,0.27,0.35
L000732,2025-10-06,武汉,抖音,38,男,20,0,0,20,2025-10,1,16.7,36.4,0.0,2025-10-09,2025-10-12,微信,0.221,0.415,0.364,S008,2,3,3,0.25,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S008,武汉,中级,2024-06-15,B,478,25.14,5.71,14.14,34.18,36-45,0,2025Q4,18,0.27,0.385
L000733,2025-09-23,西安,小红书,23,女,38,0,0,38,2025-09,5,16.5,29.9,3.1,2025-09-28,2025-10-05,电话,0.684,0.127,0.19,S042,1,5,7,0.625,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S042,西安,中级,2023-02-07,B,959,11.13,2.75,18.61,51.89,18-25,0,2025Q3,13,0.29,0.392
L000734,2025-07-02,北京,朋友推荐,50,女,27,1,0,27,2025-07,1,26.8,38.4,0.0,2025-07-04,2025-07-23,微信,0.334,0.435,0.231,S001,2,2,19,0.05,O000733,2025-08-19,G9,702 Max,星际绿,229.0,0.0,3.0,48.0,1,软件体验,1,6.1,13.5,3.0,2.8,1,S001,北京,高级,2021-01-18,C,1626,10.1,4.35,9.33,47.51,46-55,0,2025Q3,18,0.33,0.35
L000735,2025-11-03,深圳,门店,33,女,27,0,0,27,2025-11,4,3.2,17.0,9.0,2025-11-04,2025-11-20,面谈,0.371,0.043,0.586,S040,3,1,16,0.235,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S040,深圳,初级,2022-08-27,A,1164,26.74,5.09,13.34,33.14,26-35,0,2025Q4,17,0.31,0.358
L000736,2025-11-25,深圳,抖音,24,女,5,0,0,5,2025-11,1,27.0,40.2,0.0,2025-11-26,2025-12-16,微信,0.11,0.59,0.299,S025,3,1,20,0.048,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S025,深圳,中级,2024-06-21,A,522,21.52,1.93,29.92,30.81,18-25,0,2025Q4,17,0.27,0.395
L000737,2025-12-02,武汉,懂车帝,39,男,13,1,0,13,2025-12,2,18.3,26.3,5.4,2025-12-05,2025-12-18,电话,0.48,0.199,0.321,S012,2,3,13,0.143,O000736,2026-01-03,G9,650 Performance,星云白,225.0,1.0,3.2,32.0,1,交付等待,1,12.0,23.1,3.5,3.1,1,S012,武汉,中级,2021-05-02,B,1675,28.06,4.1,28.04,65.76,36-45,0,2025Q4,16,0.34,0.283
L000738,2025-11-20,西安,小红书,32,女,23,1,0,23,2025-11,5,22.4,39.2,7.7,2025-11-25,2025-12-09,电话,0.522,0.433,0.045,S038,1,5,14,0.333,O000737,2026-01-07,G9,650 Performance,月光银,86.0,0.0,3.7,48.0,0,无,0,0.0,0.0,0.0,0.0,0,S038,西安,中级,2023-01-01,B,1054,31.44,5.2,10.49,55.36,26-35,0,2025Q4,13,0.29,0.248
L000739,2025-12-05,上海,抖音,41,男,18,0,0,18,2025-12,4,24.7,40.0,1.5,2025-12-11,2025-12-30,电话,0.47,0.258,0.272,S049,1,6,19,0.2,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S049,上海,初级,2022-02-02,A,1402,10.62,3.9,20.29,39.46,36-45,0,2025Q4,22,0.27,0.243
L000740,2025-11-03,成都,车展,46,女,23,0,0,23,2025-11,3,21.4,24.9,1.6,2025-11-05,2025-11-27,电话,0.48,0.471,0.049,S038,1,2,22,0.13,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S038,成都,初级,2021-02-12,B,1725,25.5,5.31,28.23,68.81,46-55,0,2025Q4,20,0.25,0.377
L000741,2025-07-18,上海,抖音,47,男,41,0,0,41,2025-07,3,8.7,15.5,8.3,2025-07-24,2025-08-10,电话,0.632,0.18,0.188,S022,3,6,17,0.167,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S022,上海,中级,2021-12-10,B,1316,24.94,5.63,31.72,35.46,46-55,0,2025Q3,14,0.27,0.352
L000742,2025-10-09,南京,懂车帝,39,男,54,0,0,54,2025-10,5,25.6,41.5,5.0,2025-10-09,2025-10-10,电话,0.663,0.269,0.068,S002,3,0,1,2.5,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S002,南京,高级,2023-03-08,B,946,10.09,2.09,28.79,49.8,36-45,0,2025Q4,12,0.34,0.372
L000743,2025-07-24,南京,懂车帝,41,男,37,1,0,37,2025-07,3,19.8,29.3,5.8,2025-07-26,2025-08-05,微信,0.235,0.431,0.334,S039,3,2,10,0.273,O000742,2025-09-18,G9,702 Pro,暗夜黑,166.0,0.0,4.6,56.0,2,充电体验,1,14.9,18.1,3.5,3.4,1,S039,南京,中级,2023-01-30,B,906,17.48,1.87,15.82,53.74,36-45,0,2025Q3,13,0.34,0.278
L000744,2025-08-23,武汉,车展,27,女,38,0,0,38,2025-08,3,19.3,38.7,1.8,2025-08-26,2025-09-18,微信,0.383,0.572,0.045,S032,2,3,23,0.125,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S032,武汉,中级,2023-01-13,B,953,16.61,2.3,32.74,35.22,26-35,1,2025Q3,12,0.25,0.278
L000745,2025-08-25,深圳,朋友推荐,48,男,34,1,0,34,2025-08,3,31.6,36.6,7.4,2025-08-27,2025-09-19,微信,0.375,0.413,0.212,S012,1,2,23,0.125,O000744,2025-09-23,G9,570 Plus,星阙灰,73.0,0.0,3.9,29.0,0,无,0,0.0,0.0,0.0,0.0,0,S012,深圳,初级,2023-11-01,B,663,16.11,2.35,15.41,26.24,46-55,0,2025Q3,19,0.33,0.329
L000746,2025-09-07,西安,朋友推荐,37,男,25,0,0,25,2025-09,4,22.7,27.8,2.9,2025-09-12,2025-09-26,微信,0.258,0.518,0.225,S020,1,5,14,0.267,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S020,西安,初级,2022-01-13,A,1333,14.38,5.59,38.81,33.44,36-45,1,2025Q3,13,0.33,0.37
L000747,2025-08-31,南京,小红书,45,男,13,0,0,13,2025-08,3,31.6,47.2,7.0,2025-09-03,2025-09-14,电话,0.455,0.295,0.25,S003,2,3,11,0.25,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S003,南京,中级,2021-02-11,B,1662,13.26,5.81,21.93,22.05,36-45,1,2025Q3,14,0.29,0.3
L000748,2025-09-29,北京,车展,45,男,26,1,0,26,2025-09,1,27.0,43.6,0.0,2025-10-05,2025-10-20,面谈,0.126,0.246,0.628,S018,2,6,15,0.062,O000747,2025-11-13,G9,570 Plus,星阙灰,184.0,1.0,4.2,45.0,1,售后响应,1,5.6,7.3,4.1,3.5,1,S018,北京,中级,2021-07-19,A,1533,23.95,4.19,29.44,58.95,36-45,0,2025Q3,12,0.25,0.267
L000749,2025-12-24,上海,小红书,23,男,26,1,0,26,2025-12,4,28.4,46.6,3.2,2025-12-27,2026-01-09,电话,0.477,0.264,0.259,S048,3,3,13,0.286,O000748,2026-01-18,G9,650 Max,星际绿,92.0,1.0,3.8,25.0,1,软件体验,1,8.5,15.6,3.1,2.7,1,S048,上海,中级,2022-12-02,A,1118,27.31,3.96,41.96,50.87,18-25,0,2025Q4,22,0.29,0.31
L000750,2025-09-16,南京,车展,48,女,37,0,0,37,2025-09,4,10.2,17.3,4.5,2025-09-16,2025-09-23,微信,0.431,0.521,0.048,S027,3,0,7,0.5,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S027,南京,中级,2022-12-04,B,1017,21.04,4.67,14.62,43.59,46-55,0,2025Q3,23,0.25,0.224
L000751,2025-09-20,重庆,小红书,32,男,44,1,0,44,2025-09,2,22.5,31.2,4.8,2025-09-23,2025-09-27,电话,0.522,0.082,0.396,S022,3,3,4,0.4,O000750,2025-11-03,G9,702 Pro,暗夜黑,38.0,0.0,4.0,44.0,1,软件体验,1,7.3,15.4,4.0,4.0,1,S022,重庆,中级,2023-06-07,B,836,14.7,6.01,33.56,34.87,26-35,1,2025Q3,15,0.29,0.358
L000752,2025-11-29,杭州,懂车帝,26,男,27,0,0,27,2025-11,2,13.3,24.1,6.9,2025-12-03,2025-12-26,电话,0.463,0.371,0.167,S040,2,4,23,0.083,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S040,杭州,初级,2021-08-24,B,1558,31.96,4.98,38.2,33.52,26-35,1,2025Q4,14,0.34,0.348
L000753,2025-08-06,成都,门店,54,男,55,0,0,55,2025-08,2,23.9,38.9,3.6,2025-08-06,2025-08-14,电话,0.365,0.344,0.291,S033,2,0,8,0.222,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S033,成都,初级,2022-11-07,A,1003,17.23,5.38,27.85,37.68,46-55,0,2025Q3,11,0.31,0.246
L000754,2025-09-14,重庆,小红书,33,男,23,1,0,23,2025-09,2,20.7,29.0,4.0,2025-09-16,2025-09-20,微信,0.347,0.473,0.18,S006,1,2,4,0.4,O000753,2025-10-09,G9,702 Pro,星阙灰,87.0,1.0,3.2,25.0,4,售后响应,1,10.8,16.4,4.0,3.2,1,S006,重庆,高级,2021-02-05,C,1682,12.5,4.48,41.42,68.98,26-35,1,2025Q3,15,0.29,0.275
L000755,2025-08-28,深圳,抖音,19,男,43,0,0,43,2025-08,5,15.0,31.0,7.5,2025-09-01,2025-09-20,微信,0.391,0.566,0.043,S036,1,4,19,0.25,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S036,深圳,初级,2022-02-24,B,1281,20.18,5.77,26.65,35.48,18-25,0,2025Q3,19,0.27,0.221
L000756,2025-07-22,北京,门店,33,女,47,1,0,47,2025-07,4,17.2,28.9,4.1,2025-07-23,2025-08-05,电话,0.429,0.394,0.177,S036,3,1,13,0.286,O000755,2025-09-06,G9,702 Pro,星云白,237.0,1.0,3.8,46.0,0,无,0,0.0,0.0,0.0,0.0,0,S036,北京,中级,2023-02-05,B,898,15.5,3.11,23.54,35.37,26-35,0,2025Q3,18,0.31,0.25
L000757,2025-07-07,南京,小红书,48,女,28,1,0,28,2025-07,9,23.4,39.5,4.0,2025-07-13,2025-07-29,微信,0.381,0.578,0.041,S046,3,6,16,0.529,O000756,2025-07-28,G9,570 Plus,星云白,48.0,0.0,4.5,21.0,1,充电体验,1,9.5,17.9,3.8,3.3,1,S046,南京,中级,2022-11-22,C,958,29.31,3.62,18.46,55.01,46-55,0,2025Q3,13,0.29,0.244
L000758,2025-08-15,南京,小红书,40,男,50,1,0,50,2025-08,4,20.8,34.0,4.1,2025-08-17,2025-09-07,面谈,0.362,0.096,0.542,S029,1,2,21,0.182,O000757,2025-10-05,G9,570 Plus,星阙灰,226.0,1.0,4.3,51.0,2,交付等待,2,6.6,16.4,4.2,4.0,1,S029,南京,高级,2022-12-08,B,981,18.89,4.21,19.39,68.4,36-45,0,2025Q3,14,0.29,0.256
L000759,2025-07-11,深圳,门店,31,男,30,0,0,30,2025-07,2,18.6,28.9,5.5,2025-07-13,2025-07-17,微信,0.155,0.567,0.278,S049,2,2,4,0.4,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S049,深圳,中级,2023-01-23,B,900,15.93,2.92,9.73,25.27,26-35,0,2025Q3,24,0.31,0.393
L000760,2025-10-11,上海,小红书,46,女,19,0,0,19,2025-10,3,20.6,37.5,1.5,2025-10-13,2025-10-24,电话,0.643,0.223,0.134,S025,1,2,11,0.25,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S025,上海,中级,2021-06-22,B,1572,25.95,5.42,31.45,66.51,46-55,1,2025Q4,19,0.29,0.229
L000761,2025-12-05,上海,抖音,23,女,23,0,0,23,2025-12,8,10.0,23.5,5.4,2025-12-09,2025-12-14,电话,0.535,0.417,0.048,S018,2,4,5,1.333,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S018,上海,中级,2024-05-13,B,571,29.97,2.19,18.81,40.67,18-25,0,2025Q4,22,0.27,0.326
L000762,2025-11-22,广州,朋友推荐,55,男,52,0,0,52,2025-11,5,17.5,26.2,2.6,2025-11-22,2025-12-14,电话,0.484,0.483,0.033,S028,3,0,22,0.217,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S028,广州,高级,2023-12-24,C,699,14.28,6.33,36.36,59.47,46-55,1,2025Q4,17,0.33,0.306
L000763,2025-10-06,杭州,懂车帝,40,女,24,1,0,24,2025-10,2,11.9,17.1,2.7,2025-10-11,2025-10-14,微信,0.279,0.547,0.174,S026,1,5,3,0.5,O000762,2025-10-29,G9,650 Performance,月光银,165.0,0.0,3.3,23.0,0,无,0,0.0,0.0,0.0,0.0,0,S026,杭州,初级,2022-08-09,B,1154,23.62,5.64,30.63,48.6,36-45,0,2025Q4,13,0.34,0.382
L000764,2025-12-21,重庆,懂车帝,36,男,43,1,0,43,2025-12,4,28.7,43.1,4.5,2025-12-26,2026-01-14,面谈,0.432,0.126,0.442,S017,2,5,19,0.2,O000763,2026-01-15,G9,650 Performance,暗夜黑,85.0,1.0,2.0,25.0,1,充电体验,1,7.0,14.0,4.6,4.1,1,S017,重庆,中级,2022-01-16,B,1435,10.0,4.39,31.97,58.96,36-45,1,2025Q4,12,0.34,0.311
L000765,2025-10-20,南京,朋友推荐,28,女,35,0,0,35,2025-10,2,18.9,25.4,5.1,2025-10-25,2025-11-17,微信,0.446,0.516,0.039,S018,2,5,23,0.083,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S018,南京,初级,2023-02-21,B,972,31.0,5.58,39.45,25.05,26-35,0,2025Q4,12,0.33,0.334
L000766,2025-12-25,上海,懂车帝,31,女,22,0,0,22,2025-12,2,25.8,34.6,1.1,2025-12-27,2026-01-04,电话,0.543,0.201,0.256,S021,1,2,8,0.222,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S021,上海,中级,2022-08-12,B,1231,10.62,2.34,8.73,28.36,26-35,0,2025Q4,22,0.34,0.378
L000767,2025-07-01,北京,懂车帝,46,女,30,0,0,30,2025-07,1,21.8,37.1,0.0,2025-07-02,2025-07-06,微信,0.394,0.557,0.049,S035,2,1,4,0.2,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S035,北京,中级,2024-02-07,B,510,28.97,4.16,39.33,27.93,46-55,0,2025Q3,18,0.34,0.356
L000768,2025-07-26,成都,懂车帝,55,女,34,1,0,34,2025-07,6,17.5,22.2,2.2,2025-07-27,2025-07-30,微信,0.327,0.454,0.219,S008,1,1,3,1.5,O000767,2025-08-16,G9,702 Pro,星际绿,115.0,1.0,2.2,21.0,1,售后响应,1,9.2,13.6,3.4,3.2,1,S008,成都,高级,2022-11-20,A,979,23.3,4.27,14.03,37.95,46-55,1,2025Q3,14,0.34,0.356
L000769,2025-07-04,广州,懂车帝,29,男,43,0,0,43,2025-07,4,21.3,40.3,8.7,2025-07-04,2025-07-14,微信,0.297,0.573,0.13,S020,3,0,10,0.364,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S020,广州,中级,2024-06-11,A,388,27.8,5.19,29.67,54.42,26-35,0,2025Q3,21,0.34,0.269
L000770,2025-12-15,广州,朋友推荐,24,女,8,0,0,8,2025-12,9,27.6,38.9,7.5,2025-12-19,2026-01-10,面谈,0.322,0.201,0.477,S014,3,4,22,0.391,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S014,广州,初级,2021-04-30,B,1690,20.05,5.68,25.08,43.86,18-25,0,2025Q4,11,0.33,0.339
